<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20120516;000000;146.0700000;148.7100000;145.2100000;146.0200000;60087650
20120517;000000;146.7900000;146.9800000;140.8000000;142.7000000;80393860
20120518;000000;140.0000000;142.7500000;137.0700000;139.5800000;84727770
20120521;000000;139.0000000;142.6500000;138.1600000;142.0000000;53655260
20120522;000000;143.2200000;144.5600000;142.3900000;143.4100000;55137800
20120523;000000;141.4000000;142.6200000;138.1200000;138.6900000;57083240
20120524;000000;140.1200000;142.3500000;136.5400000;142.1600000;56174530
20120525;000000;141.5000000;144.3000000;140.8000000;143.0000000;46042930
20120528;000000;144.4400000;146.3500000;143.6100000;144.2200000;33805550
20120529;000000;145.0100000;149.2800000;145.0100000;148.5000000;51606570
20120530;000000;147.7000000;150.5100000;146.8200000;148.1100000;67529800
20120531;000000;148.3100000;150.2000000;146.7500000;147.0300000;63943740
20120601;000000;147.0100000;148.9200000;144.4100000;148.6500000;70830110
20120604;000000;146.7500000;152.3000000;146.4500000;151.5000000;49975870
20120605;000000;152.5900000;153.2000000;149.8000000;150.4700000;36883720
20120606;000000;151.3900000;151.7900000;148.5000000;150.1500000;52434510
20120607;000000;151.3300000;153.1000000;149.0800000;151.7500000;53390070
20120608;000000;150.1700000;151.7600000;149.5200000;151.5000000;31184310
20120609;000000;152.2200000;152.7700000;151.4000000;152.1400000;7839580
20120613;000000;152.0300000;154.5400000;151.1200000;152.3000000;42377860
20120614;000000;151.9100000;152.3400000;150.7000000;152.1900000;28967420
20120615;000000;152.5800000;156.9400000;152.3100000;156.2000000;67485940
20120618;000000;158.0300000;158.4900000;156.1500000;157.7000000;39400150
20120619;000000;157.3100000;158.9600000;157.0600000;158.9000000;34880420
20120620;000000;158.8000000;159.1400000;157.2100000;157.7200000;30770690
20120621;000000;156.9100000;158.1900000;155.4500000;156.1700000;36999140
20120622;000000;154.4700000;155.9400000;153.5600000;154.9000000;35143440
20120625;000000;154.7800000;154.9800000;151.1000000;151.1200000;28526910
20120626;000000;151.5500000;152.6800000;150.5000000;151.3000000;27475350
20120627;000000;151.8900000;153.9700000;150.2000000;153.9000000;33227360
20120628;000000;154.0800000;154.5000000;150.3500000;150.6500000;34912800
20120629;000000;153.0000000;154.3600000;152.5100000;153.7600000;41662940
20120702;000000;153.8200000;155.8600000;153.0500000;155.2500000;30523510
20120703;000000;155.8500000;159.8300000;155.5700000;158.8600000;45777830
20120704;000000;158.9000000;159.6600000;157.6000000;159.0500000;23232190
20120705;000000;158.8000000;160.7800000;156.9000000;157.3300000;49344610
20120706;000000;156.9800000;157.4300000;155.0100000;155.4100000;29837740
20120709;000000;155.4100000;156.4600000;153.8100000;154.4100000;26236380
20120710;000000;154.0100000;156.7000000;152.7700000;155.6000000;31636390
20120711;000000;154.7700000;154.8000000;152.5400000;153.9000000;25262760
20120712;000000;153.4200000;153.6000000;151.0000000;152.5600000;29005950
20120713;000000;153.1500000;154.0000000;152.2000000;153.3300000;25632110
20120716;000000;153.2000000;154.8500000;153.0000000;153.8000000;25427370
20120717;000000;154.3000000;157.0000000;154.3000000;155.1900000;35581700
20120718;000000;155.8600000;156.5000000;154.2300000;154.8000000;25156350
20120719;000000;155.6800000;157.5800000;155.2500000;156.5200000;34679570
20120720;000000;156.2900000;156.2900000;153.0000000;153.0100000;24418280
20120723;000000;151.9900000;152.2500000;148.1000000;148.3700000;42670480
20120724;000000;149.3500000;149.7500000;145.7000000;145.8000000;36050570
20120725;000000;144.9400000;148.2900000;144.2300000;145.9900000;37204570
20120726;000000;146.5000000;148.9500000;145.2600000;148.5000000;32226180
20120727;000000;149.2600000;152.4600000;148.1200000;152.3500000;40937450
20120730;000000;153.4000000;154.9900000;153.3800000;154.7500000;33865900
20120731;000000;154.8500000;155.0900000;150.1000000;150.7500000;40548020
20120801;000000;150.1200000;151.7900000;149.1700000;149.9900000;29329820
20120802;000000;149.5800000;152.0000000;147.5500000;148.2000000;47334250
20120803;000000;148.0000000;151.2000000;147.6300000;151.1000000;37777430
20120806;000000;151.5000000;155.3300000;150.7900000;154.7200000;37933350
20120807;000000;154.7200000;156.9900000;153.7500000;156.4200000;37894410
20120808;000000;155.7600000;156.0000000;154.3000000;155.5700000;26126050
20120809;000000;155.8200000;156.5000000;153.2100000;155.0400000;34724360
20120810;000000;154.4200000;155.0000000;152.5400000;153.8500000;29127480
20120813;000000;154.0400000;156.6600000;153.7900000;155.2000000;28528200
20120814;000000;155.5000000;157.1100000;155.1600000;156.9900000;24274940
20120815;000000;156.3100000;156.3100000;153.5400000;154.6000000;27134430
20120816;000000;155.4000000;156.8500000;155.0600000;156.8300000;28373870
20120817;000000;157.5600000;157.9900000;156.7000000;156.8300000;22478010
20120820;000000;157.0100000;157.1900000;153.7000000;154.1100000;25768500
20120821;000000;154.6400000;157.4100000;154.6400000;156.9700000;26372520
20120822;000000;155.5700000;156.8400000;155.0100000;156.8400000;19322210
20120823;000000;157.6000000;159.3000000;156.5700000;157.1000000;38649510
20120824;000000;156.2600000;157.6700000;155.6500000;156.8100000;24468730
20120827;000000;157.3900000;157.7500000;155.9000000;156.2600000;17133280
20120828;000000;156.0000000;157.1900000;155.2400000;156.5000000;26223420
20120829;000000;156.6600000;157.7700000;155.2500000;156.0000000;35028820
20120830;000000;155.6000000;156.3700000;154.6700000;155.0700000;24290630
20120831;000000;155.0300000;157.5000000;154.5700000;157.4000000;30892480
20120903;000000;157.2000000;158.8800000;156.6200000;158.1200000;23217020
20120904;000000;158.4300000;158.6300000;157.4700000;158.0600000;20325880
20120905;000000;157.1700000;157.4500000;155.0000000;155.0500000;41137950
20120906;000000;155.0600000;159.4000000;155.0600000;158.9000000;37096830
20120907;000000;159.2000000;163.8500000;159.0500000;163.2400000;64673990
20120910;000000;162.9000000;164.2900000;162.2200000;164.2100000;29602950
20120911;000000;162.9000000;164.2800000;162.6900000;163.4000000;23509760
20120912;000000;164.1000000;164.7700000;163.0400000;163.2100000;32925800
20120913;000000;163.2000000;163.5000000;161.8700000;162.9900000;28785170
20120914;000000;166.9200000;171.0400000;166.5100000;169.5200000;89425010
20120917;000000;169.4000000;170.6000000;168.5000000;169.2600000;52085840
20120918;000000;168.5000000;168.9900000;167.5000000;167.7600000;34145780
20120919;000000;168.2800000;169.4600000;164.0000000;164.7500000;50205100
20120920;000000;163.5000000;164.9500000;162.0000000;164.8500000;38307250
20120921;000000;165.5400000;165.8700000;162.9500000;163.8000000;33405310
20120924;000000;163.2200000;163.3500000;161.0300000;161.9700000;28601300
20120925;000000;162.8900000;163.1900000;160.5600000;160.8700000;28237750
20120926;000000;160.0000000;160.2800000;156.8700000;157.0000000;35401810
20120927;000000;158.1800000;159.1900000;156.3100000;157.4900000;31478540
20120928;000000;158.9600000;159.1800000;156.5200000;157.7500000;23986630
20121001;000000;157.1700000;161.0000000;156.7300000;160.9000000;30327240
20121002;000000;160.4000000;160.4000000;158.7700000;159.3000000;29739610
20121003;000000;158.5500000;159.7400000;157.5700000;158.1400000;27751810
20121004;000000;158.8800000;158.8900000;155.2000000;156.4100000;33457260
20121005;000000;157.5000000;160.5000000;157.1100000;159.0700000;33181280
20121008;000000;158.1000000;159.3500000;157.1000000;158.9000000;26772470
20121009;000000;159.5000000;159.9200000;157.1500000;157.1500000;37514820
20121010;000000;156.7000000;157.0700000;154.9500000;155.3000000;34351090
20121011;000000;154.8000000;156.1200000;154.2500000;154.2500000;34197520
20121012;000000;154.4700000;154.5900000;151.2700000;152.3600000;34277820
20121015;000000;152.0000000;153.3500000;151.3100000;152.2200000;20719800
20121016;000000;153.5000000;154.0000000;152.3800000;153.9800000;30686780
20121017;000000;154.1500000;157.1000000;153.7700000;156.1400000;43693190
20121018;000000;156.3000000;157.5100000;154.3000000;155.0000000;35080730
20121019;000000;154.8500000;155.1300000;153.3300000;154.6800000;25352510
20121022;000000;153.8700000;156.8500000;153.4400000;156.5300000;27048280
20121023;000000;156.3000000;156.5300000;152.8200000;153.6700000;32546080
20121024;000000;153.7500000;154.3000000;150.7400000;152.6600000;36133160
20121025;000000;152.7800000;154.2300000;152.1300000;152.7800000;24928680
20121026;000000;151.6000000;151.9000000;150.1100000;151.5600000;28055970
20121029;000000;151.0900000;151.7600000;150.2300000;150.8500000;14515460
20121030;000000;150.3300000;151.6000000;146.9100000;147.0600000;45663650
20121031;000000;147.0700000;148.2000000;144.5200000;144.9000000;45879980
20121101;000000;144.8700000;145.6900000;141.8300000;144.3000000;44843050
20121102;000000;144.6000000;147.3100000;144.3500000;146.0300000;35689340
20121106;000000;146.0100000;146.6100000;144.6800000;146.0000000;21466000
20121107;000000;146.5400000;147.8100000;143.4500000;143.7000000;31715450
20121108;000000;142.2000000;144.3500000;141.5200000;143.1500000;37329090
20121109;000000;142.7100000;145.8900000;142.5100000;145.6000000;32767570
20121112;000000;146.0200000;146.4500000;144.3000000;144.8800000;22195220
20121113;000000;144.0000000;144.3500000;139.1700000;139.8000000;47859800
20121114;000000;140.0100000;140.5000000;138.0000000;139.3500000;45972270
20121115;000000;138.3500000;142.2000000;138.1100000;141.7300000;35037820
20121116;000000;141.2100000;141.2400000;139.6200000;140.2000000;27437070
20121119;000000;140.6500000;142.2100000;140.4500000;142.0000000;22780830
20121120;000000;142.5000000;142.8100000;140.0600000;141.2500000;19670390
20121121;000000;140.7600000;143.6000000;139.2100000;142.8000000;33109290
20121122;000000;143.0200000;143.4800000;142.0300000;142.1100000;19679330
20121123;000000;142.1100000;142.7400000;140.9700000;141.6300000;29289690
20121126;000000;141.9000000;142.2900000;140.1200000;140.3300000;21940740
20121127;000000;140.8000000;141.2300000;138.0200000;138.3000000;34902250
20121128;000000;137.8700000;138.7500000;136.5000000;137.2600000;42167920
20121129;000000;138.4900000;138.9100000;136.7200000;137.2900000;28855870
20121130;000000;137.5000000;139.3800000;136.5000000;138.6700000;46758000
20121203;000000;139.4000000;141.1500000;138.4300000;140.8800000;36112070
20121204;000000;139.8000000;141.2500000;139.2300000;139.4000000;25927810
20121205;000000;140.1900000;142.9900000;140.1400000;140.6700000;44337850
20121206;000000;140.4500000;141.1600000;138.6000000;139.5300000;36300120
20121207;000000;139.8900000;140.1700000;138.3300000;139.5000000;25899000
20121210;000000;139.9800000;140.9400000;139.4500000;140.2900000;23456770
20121211;000000;140.3300000;140.8900000;139.2700000;139.5300000;30034400
20121212;000000;140.2000000;141.6000000;139.8800000;140.9400000;39987000
20121213;000000;140.9100000;141.0900000;139.0500000;139.4800000;33142430
20121214;000000;139.3500000;140.0100000;139.0300000;139.4100000;26919300
20121217;000000;139.6500000;140.0000000;138.5100000;139.7300000;38005690
20121218;000000;140.4700000;141.4500000;140.0500000;140.3400000;37052990
20121219;000000;141.0000000;142.2900000;140.0800000;140.1600000;36175280
20121220;000000;139.4700000;142.7700000;138.8800000;142.7500000;52631210
20121221;000000;141.5000000;144.5000000;141.2400000;144.3500000;54736690
20121224;000000;144.4100000;145.8200000;144.3800000;144.6500000;32439520
20121225;000000;145.0000000;145.3000000;144.0000000;144.7600000;13382570
20121226;000000;145.0000000;145.2000000;144.5000000;145.0600000;11145690
20121227;000000;144.8000000;145.3800000;144.4500000;144.9500000;17132780
20121228;000000;144.8000000;145.0000000;143.6800000;143.7000000;22201360
20130108;000000;146.2000000;147.9600000;145.6400000;147.9000000;25194460
20130109;000000;147.2700000;149.0500000;147.1500000;148.9100000;29495030
20130110;000000;149.0000000;149.5100000;147.3000000;147.6000000;22687230
20130111;000000;147.7000000;148.6900000;147.4000000;147.9700000;19645680
20130114;000000;148.5500000;149.8500000;148.2000000;149.6000000;28624470
20130115;000000;149.3200000;149.6000000;147.7100000;147.7300000;25909670
20130116;000000;147.6700000;148.4000000;146.0300000;146.4200000;31561980
20130117;000000;146.5000000;148.2300000;146.3700000;147.7000000;31752360
20130118;000000;148.4000000;149.2300000;148.1300000;148.4200000;27574060
20130121;000000;148.4100000;148.7000000;146.6400000;147.7400000;19778150
20130122;000000;147.9000000;148.1400000;145.4100000;145.8400000;28664340
20130123;000000;146.2500000;146.9400000;145.6000000;146.6700000;23636620
20130124;000000;146.4000000;146.6300000;144.8500000;146.1400000;23624260
20130125;000000;146.1400000;146.7800000;145.0600000;146.4000000;22435850
20130128;000000;146.8700000;147.9900000;146.1700000;147.2200000;29065400
20130129;000000;147.2000000;147.2000000;145.7000000;145.9100000;27541450
20130130;000000;146.5500000;147.1700000;143.1500000;143.8500000;38964310
20130131;000000;143.6400000;143.6700000;141.2700000;142.0900000;37656240
20130201;000000;142.4400000;143.4700000;141.8700000;142.2800000;27053180
20130204;000000;142.8000000;143.1900000;140.6200000;141.4700000;23272680
20130205;000000;141.1000000;141.6600000;140.2100000;141.3700000;21516420
20130206;000000;142.0000000;142.1900000;139.4500000;139.9100000;37600200
20130207;000000;140.2300000;140.2700000;138.5200000;138.9100000;27209820
20130208;000000;139.3000000;139.3400000;136.8000000;137.6800000;44541100
20130211;000000;137.8000000;137.9500000;135.0500000;135.2900000;37869130
20130212;000000;135.0200000;135.0800000;133.1500000;133.3000000;46262900
20130213;000000;133.9500000;137.8400000;133.4200000;137.1500000;81475180
20130214;000000;137.2000000;138.2000000;133.5500000;134.2000000;54783730
20130215;000000;134.2000000;134.5700000;131.7200000;133.9900000;38229780
20130218;000000;134.0000000;136.2000000;133.3000000;135.9000000;36644590
20130219;000000;136.0000000;137.8600000;135.7300000;137.5500000;42774610
20130220;000000;137.9800000;137.9800000;136.5200000;137.0600000;34031250
20130221;000000;135.7600000;136.2000000;134.6100000;136.0000000;35621840
20130222;000000;136.3200000;137.1300000;136.0000000;136.8100000;23939270
20130225;000000;137.0500000;138.4700000;136.5500000;138.0300000;26757390
20130226;000000;136.5000000;137.1900000;135.5000000;136.5000000;23406630
20130227;000000;136.9000000;138.5200000;136.3300000;137.6000000;37454170
20130228;000000;138.3600000;138.4000000;136.5200000;137.4000000;30400410
20130301;000000;136.7400000;136.9400000;133.9800000;134.7500000;40674820
20130304;000000;134.2200000;135.3800000;132.6500000;133.0300000;52298330
20130305;000000;133.5300000;136.4600000;132.5400000;136.4500000;47943220
20130306;000000;136.5000000;137.3200000;134.7200000;134.8500000;35293070
20130307;000000;134.9700000;135.7500000;133.3700000;133.7300000;27301820
20130311;000000;135.0200000;136.9500000;134.8600000;136.6000000;43251580
20130312;000000;136.8000000;137.4400000;135.8600000;137.2500000;31665110
20130313;000000;136.9000000;141.7900000;136.6000000;140.5600000;83301120
20130314;000000;140.5000000;142.5000000;140.0000000;142.0800000;65147620
20130315;000000;142.8100000;144.8200000;142.5800000;144.5000000;95451050
20130318;000000;142.9700000;144.3700000;140.8500000;144.2800000;66361820
20130319;000000;144.4000000;145.9500000;142.0500000;142.3400000;46702040
20130320;000000;141.8700000;142.5000000;140.6600000;142.0900000;40692710
20130321;000000;142.6200000;143.8800000;142.0000000;142.3200000;36385070
20130322;000000;142.0500000;142.2500000;140.0000000;140.1800000;29735430
20130325;000000;140.9100000;142.3500000;138.3000000;138.6000000;35709610
20130326;000000;138.9600000;139.4800000;136.5000000;136.5800000;37803470
20130327;000000;137.4100000;137.6400000;134.0400000;136.3600000;39780390
20130328;000000;135.4200000;135.6600000;131.9800000;133.1700000;76130710
20130329;000000;133.8300000;134.1600000;133.1100000;134.0800000;16481190
20130401;000000;133.8800000;134.4800000;132.6300000;132.8500000;16448900
20130402;000000;133.0100000;133.4400000;130.8100000;130.8100000;42156920
20130403;000000;130.9500000;131.7000000;129.8700000;130.3800000;47230250
20130404;000000;129.2900000;132.8800000;128.7700000;131.2900000;57385380
20130405;000000;131.0100000;131.8500000;129.7600000;130.5000000;44789420
20130408;000000;131.0700000;132.1600000;128.9200000;129.0100000;30762330
20130409;000000;129.9900000;131.2000000;129.1600000;130.4200000;31426320
20130410;000000;131.1300000;131.8500000;128.7300000;129.5300000;37517140
20130411;000000;130.0000000;130.0000000;125.5500000;126.0800000;58950010
20130412;000000;125.9900000;127.4300000;125.1100000;126.7000000;50432840
20130415;000000;125.9800000;126.7000000;123.5200000;125.9500000;65951080
20130416;000000;124.8900000;126.6600000;124.1000000;124.1500000;50998370
20130417;000000;124.7000000;124.9600000;120.7900000;121.8000000;60274240
20130418;000000;121.6000000;122.8400000;120.1700000;120.4500000;39034660
20130419;000000;121.0700000;122.0800000;119.6200000;120.1100000;46568680
20130422;000000;120.4900000;121.6500000;118.6900000;119.9000000;47915180
20130423;000000;119.5000000;121.2500000;118.6400000;120.1700000;46703170
20130424;000000;120.6000000;124.8000000;119.8500000;124.7000000;67364940
20130425;000000;125.0000000;125.5900000;122.8000000;122.9600000;48921100
20130426;000000;122.8000000;123.3500000;121.1000000;122.8200000;34513030
20130429;000000;123.1200000;123.6500000;121.6500000;122.5000000;20039250
20130430;000000;122.9000000;125.7300000;122.1400000;124.1500000;39236440
20130502;000000;122.9600000;124.0400000;122.5500000;122.9600000;12487110
20130503;000000;123.6900000;128.7500000;123.4500000;128.7000000;30425410
20130506;000000;128.8800000;129.7300000;127.5700000;129.3800000;23766790
20130507;000000;129.4800000;131.6500000;128.6800000;130.5500000;38250990
20130508;000000;130.5500000;132.0400000;129.7100000;131.8100000;28470050
20130510;000000;132.2900000;133.6300000;131.1500000;132.8900000;21716080
20130513;000000;132.4900000;132.6600000;129.2600000;129.8000000;48403150
20130514;000000;126.0000000;126.3800000;124.3300000;125.5400000;46980830
20130515;000000;125.7000000;125.9400000;122.1600000;122.3000000;33208130
20130516;000000;123.2400000;125.0000000;121.5400000;122.8100000;46757350
20130517;000000;123.2000000;125.7500000;122.7200000;125.4900000;37058430
20130520;000000;125.8200000;127.5600000;125.7200000;126.4000000;38799480
20130521;000000;126.1000000;127.4400000;125.4000000;126.9500000;35680590
20130522;000000;127.0300000;128.4000000;126.5300000;127.3900000;41124740
20130523;000000;125.7800000;125.7800000;121.3100000;121.6000000;47767100
20130524;000000;122.2400000;122.9500000;118.8700000;120.0000000;46784440
20130527;000000;120.8000000;121.1800000;119.0300000;119.6800000;21540520
20130528;000000;120.3900000;122.0900000;120.0800000;120.8700000;37315920
20130529;000000;120.4100000;120.4800000;118.0900000;118.6300000;37902490
20130530;000000;118.6300000;120.8200000;118.5000000;119.8100000;40600410
20130531;000000;120.4800000;123.4200000;118.4400000;123.4000000;85965510
20130603;000000;122.6100000;122.9600000;120.1500000;120.7500000;72133340
20130604;000000;121.1500000;122.1200000;119.2200000;119.4900000;42885320
20130605;000000;119.1200000;119.6700000;117.6400000;118.2200000;48948360
20130606;000000;117.9500000;118.5400000;116.8000000;116.9800000;34164490
20130607;000000;117.9500000;118.2500000;116.5800000;117.2500000;31897870
20130610;000000;117.8400000;118.1100000;115.8500000;116.5000000;36051730
20130611;000000;116.2000000;116.8000000;110.9400000;111.9100000;51486800
20130613;000000;110.0400000;111.3500000;108.1500000;109.9100000;55808190
20130614;000000;111.2500000;111.9300000;109.5200000;109.8000000;40875940
20130617;000000;110.0000000;111.8100000;109.2500000;111.4200000;40743880
20130618;000000;110.9000000;113.9500000;110.8400000;112.9800000;31904140
20130619;000000;113.1300000;113.6100000;110.7200000;111.2100000;32863400
20130620;000000;109.0600000;109.7900000;107.5500000;108.2400000;39928040
20130621;000000;108.0000000;110.7500000;107.4300000;109.6000000;36026100
20130624;000000;108.3000000;109.6200000;106.5000000;107.2300000;31839880
20130625;000000;107.2500000;110.1400000;107.2500000;108.5600000;32483010
20130626;000000;108.7500000;111.0800000;108.7500000;110.0500000;32662330
20130627;000000;110.7200000;110.7400000;106.8000000;107.6000000;32137870
20130628;000000;107.8400000;109.2000000;106.6000000;109.1000000;41757900
20130701;000000;109.1200000;109.8700000;108.0600000;109.0800000;23938170
20130702;000000;109.3000000;110.1100000;108.1700000;109.2000000;25612700
20130703;000000;108.8200000;109.5000000;107.5100000;109.2000000;40691260
20130704;000000;109.5700000;113.2900000;109.0200000;113.1700000;48142070
20130705;000000;113.4900000;115.4600000;112.7000000;113.5700000;46843980
20130708;000000;114.4000000;115.3600000;113.1200000;114.0000000;22238250
20130709;000000;114.3300000;115.0000000;113.4400000;114.1500000;23295870
20130710;000000;114.2900000;114.7500000;112.5200000;113.6000000;23788550
20130711;000000;114.6700000;118.2400000;114.6100000;117.2900000;42256770
20130712;000000;117.5900000;122.0000000;117.3700000;121.8500000;54692120
20130715;000000;122.0500000;123.2500000;121.3400000;122.7800000;37276990
20130716;000000;122.8000000;125.1900000;122.1600000;124.7800000;36478510
20130717;000000;124.5900000;131.4000000;123.5500000;131.3000000;79673240
20130718;000000;131.3700000;134.2500000;128.8400000;130.2100000;87133460
20130719;000000;130.0000000;133.0900000;129.0700000;129.5300000;41707910
20130722;000000;130.0500000;132.4500000;127.7200000;128.8500000;45222070
20130723;000000;129.8100000;130.9500000;128.2700000;128.5000000;38174560
20130724;000000;128.5100000;129.3800000;126.4400000;127.1700000;35629150
20130725;000000;126.7200000;128.1800000;125.6000000;127.8100000;28105020
20130726;000000;128.7100000;129.8700000;128.0500000;128.8400000;26205640
20130729;000000;128.7000000;129.8800000;128.3600000;129.4000000;17590130
20130730;000000;129.9300000;131.4300000;129.5900000;129.6000000;26388930
20130731;000000;129.7600000;129.8800000;127.7100000;128.6100000;25751190
20130801;000000;129.5000000;130.9000000;129.3500000;130.2100000;26299340
20130802;000000;131.0200000;131.6800000;127.4000000;128.4500000;28808370
20130805;000000;128.3700000;129.4200000;127.3700000;128.8700000;15602360
20130806;000000;128.1500000;128.7000000;125.7800000;126.1000000;24592690
20130807;000000;125.5000000;126.9900000;124.6000000;124.8600000;29927260
20130808;000000;125.4000000;125.7000000;124.1400000;125.1800000;22352130
20130809;000000;125.5600000;128.8000000;125.0500000;128.2400000;29585340
20130812;000000;128.6400000;130.4800000;128.5000000;129.0300000;27311260
20130813;000000;129.5700000;132.2800000;129.5000000;132.1800000;34935120
20130814;000000;132.6200000;134.7400000;132.5300000;134.5200000;48581130
20130815;000000;134.3300000;134.4600000;130.2600000;131.0500000;42467740
20130816;000000;131.3800000;132.2700000;129.3800000;130.7900000;32761360
20130819;000000;130.8000000;132.5000000;130.3000000;132.4500000;22239750
20130820;000000;131.7300000;132.7900000;130.0000000;132.6800000;32578740
20130821;000000;132.4900000;133.5000000;131.1000000;132.2000000;34999340
20130822;000000;131.5500000;134.6900000;131.0700000;134.1100000;37696450
20130823;000000;134.4000000;134.8500000;132.8000000;133.1000000;27814380
20130826;000000;133.7700000;134.1200000;131.9000000;132.6100000;14888300
20130827;000000;131.9100000;132.3200000;130.9100000;131.7600000;21054720
20130828;000000;131.2500000;132.7000000;129.6100000;132.2900000;33945820
20130829;000000;132.4000000;133.1700000;130.3300000;131.7000000;26325200
20130830;000000;131.8000000;131.9900000;130.5800000;131.9000000;19556710
20130902;000000;132.2000000;133.0500000;130.0500000;131.4500000;15834160
20130903;000000;131.9700000;133.0800000;131.0100000;131.5000000;30789800
20130904;000000;131.1200000;132.2400000;130.3500000;132.0100000;21445410
20130905;000000;132.4000000;140.0700000;132.1100000;140.0000000;67522890
20130906;000000;140.0100000;143.9800000;138.8100000;141.9700000;97067770
20130909;000000;142.5200000;147.4700000;142.5200000;147.4000000;88402790
20130910;000000;148.4000000;148.7000000;145.6000000;146.3700000;79124330
20130911;000000;146.4600000;147.9600000;145.6000000;146.5000000;44206200
20130912;000000;147.0200000;147.3400000;144.0700000;144.8400000;47792980
20130913;000000;144.6000000;145.0500000;142.1100000;142.3500000;42461430
20130916;000000;143.0500000;146.8700000;143.0400000;145.5200000;66910540
20130917;000000;144.8800000;146.1100000;144.0100000;146.0500000;33474030
20130918;000000;146.0100000;148.4000000;143.8000000;144.0900000;64403220
20130919;000000;148.0300000;149.7000000;147.3500000;148.1300000;78341460
20130920;000000;147.5300000;149.1900000;146.9300000;147.7100000;45142850
20130923;000000;147.6000000;147.9600000;145.3700000;145.9900000;30782330
20130924;000000;145.3000000;145.7700000;143.6000000;144.6000000;41033210
20130925;000000;144.4600000;146.2000000;144.0500000;145.8000000;33118790
20130926;000000;145.3600000;146.7500000;144.5000000;145.9000000;37370840
20130927;000000;146.1000000;146.4900000;144.6200000;145.0700000;25345050
20130930;000000;144.0000000;145.2500000;142.3900000;144.1500000;36583070
20131001;000000;144.0900000;146.0400000;143.4900000;145.7100000;31169970
20131002;000000;145.8400000;145.9900000;142.1100000;143.3500000;41177090
20131003;000000;143.6000000;143.9000000;141.6700000;142.2600000;37008440
20131004;000000;142.2400000;144.8700000;140.9100000;144.8500000;40769910
20131007;000000;143.9900000;147.3100000;142.8000000;147.0000000;50903510
20131008;000000;147.4000000;152.0300000;146.3600000;151.9700000;85021260
20131009;000000;151.0100000;153.0000000;149.9100000;151.2900000;66736450
20131010;000000;151.7200000;154.3200000;151.6100000;153.1100000;58409470
20131011;000000;153.9000000;154.4700000;152.2100000;153.2200000;39731400
20131014;000000;152.8400000;153.3900000;152.1200000;152.7100000;26070410
20131015;000000;153.5300000;156.3500000;153.5300000;156.3000000;45330700
20131016;000000;155.9000000;158.6900000;155.3300000;157.8800000;53849180
20131017;000000;158.4600000;158.5600000;154.5000000;154.9900000;70056340
20131018;000000;156.2400000;157.5900000;155.2700000;157.1000000;42478110
20131021;000000;157.5600000;157.6000000;155.1300000;156.0500000;32571200
20131022;000000;155.9000000;156.1900000;153.8000000;154.0000000;51237590
20131023;000000;153.4800000;153.7000000;149.7300000;150.2500000;68865760
20131024;000000;150.7300000;152.1700000;149.1100000;150.5000000;50088780
20131025;000000;150.4000000;150.8300000;147.9000000;150.0800000;60671040
20131028;000000;151.1100000;152.4800000;150.0300000;150.3300000;41099220
20131029;000000;150.2900000;151.7600000;149.2400000;150.9200000;37912020
20131030;000000;151.6800000;152.7000000;150.0800000;150.8900000;36383270
20131031;000000;149.5300000;150.6000000;148.7500000;150.4000000;45998230
20131101;000000;150.4000000;151.7700000;150.2400000;150.4400000;34581210
20131105;000000;150.8400000;151.2100000;148.5700000;148.6800000;36999370
20131106;000000;149.6000000;149.6400000;147.0100000;147.2600000;45785890
20131107;000000;146.9600000;151.5000000;146.2800000;150.3200000;69806330
20131108;000000;149.4300000;149.5000000;147.2700000;147.5500000;54275270
20131111;000000;148.3600000;148.7500000;144.6700000;144.8200000;54633300
20131112;000000;144.9900000;147.2000000;144.2200000;146.5100000;63256150
20131113;000000;145.6100000;145.6700000;142.3500000;143.0300000;61170200
20131114;000000;143.9300000;146.9800000;143.7500000;146.5800000;47277100
20131115;000000;147.0000000;147.9700000;145.7600000;147.1400000;55677550
20131118;000000;147.6100000;150.0200000;147.5300000;149.6400000;44875600
20131119;000000;149.7300000;150.8000000;148.1000000;148.8500000;43976230
20131120;000000;148.3600000;150.8000000;147.5000000;150.3000000;48787920
20131121;000000;149.0000000;149.7900000;147.6800000;148.2300000;34897450
20131122;000000;149.3000000;149.6000000;147.7500000;149.5900000;42855300
20131125;000000;149.8300000;150.2900000;147.8100000;147.9300000;51350220
20131126;000000;148.2000000;148.4000000;142.4500000;143.2800000;80556660
20131127;000000;143.3000000;143.9900000;140.8200000;142.0100000;70477740
20131128;000000;142.9700000;143.1300000;141.5800000;142.3800000;35793050
20131129;000000;142.3000000;144.1700000;141.2000000;143.1000000;52159610
20131202;000000;142.9700000;144.0900000;141.5000000;141.5100000;38550490
20131203;000000;141.0100000;141.2900000;138.4900000;138.6000000;80331250
20131204;000000;139.0600000;139.9800000;135.7100000;136.2600000;75914790
20131205;000000;137.0200000;137.8000000;134.8100000;135.2500000;60114330
20131206;000000;135.7100000;137.9400000;135.0000000;137.4800000;57176190
20131209;000000;137.7500000;138.8500000;136.6100000;138.4300000;52689680
20131210;000000;138.6000000;138.7500000;136.9000000;137.6100000;43531940
20131211;000000;137.1000000;137.8700000;135.8100000;137.0400000;42658230
