Date,Open,High,Low,Close,Adj Close,Volume
2013-01-11,147.860001,148.690002,147.399994,147.970001,105.610641,19799760
2013-01-14,148.550003,149.850006,148.199997,149.600006,106.774033,28709170
2013-01-15,149.479996,149.600006,147.710007,147.729996,105.439346,26012900
2013-01-16,147.699997,148.399994,146.029999,146.419998,104.504349,31599220
2013-01-17,146.669998,148.229996,146.369995,147.699997,105.417938,31798680
2013-01-18,148.429993,149.229996,148.130005,148.419998,105.931831,27637550
2013-01-21,148.410004,148.699997,146.639999,147.740005,105.446487,19793330
2013-01-22,147.919998,148.139999,145.410004,145.839996,104.090393,28811800
2013-01-23,146.380005,146.940002,145.600006,146.669998,104.682800,23690410
2013-01-24,146.600006,146.630005,144.850006,146.139999,104.304527,23765470
2013-01-25,146.300003,146.779999,145.059998,146.399994,104.490082,22497380
2013-01-28,146.869995,147.990005,146.169998,147.220001,105.075348,29116530
