Transaction ID,Transaction Type,Date & time,Asset Acquired,"Quantity Acquired (Bought, Received, etc)",Cost Basis (incl. fees and/or spread) (USD),Data Source,"Asset Disposed (Sold, Sent, etc)",Quantity Disposed,Proceeds (excl. fees and/or spread) (USD)
e6b8482f-e857-5ea6-9e0d-ee601838d349,Rewards,2023-04-04T02:30:16Z,ADA,0.755455,0.29307876725,Coinbase,,,
5bf511dd-23cd-5519-b7db-54c00aa06f87,Rewards,2023-04-04T06:27:18Z,USDC,0.022906,0.022906,Coinbase,,,
7dda9fe9-d918-5e6a-a9c2-eb9bac3feffb,Rewards,2023-04-04T19:58:22Z,ATOM,0.021513,0.244667349,Coinbase,,,
f471088b-241e-5774-b1d9-ddd148f0ab66,Rewards,2023-04-04T23:18:55Z,SOL,0.018605367,0.38941033131,Coinbase,,,
6d235927-d120-54b1-857c-2fc094291900,Rewards,2023-04-05T04:46:29Z,ATOM,0.025749,0.2950191675,Coinbase,,,
a7483e0d-a5d6-5d72-bcc5-c895bb52beb0,Rewards,2023-04-05T05:58:54Z,ATOM,0.104147,1.194774384,Coinbase,,,
d88507b0-1772-5d6a-8ccc-ca9bdd61495e,Rewards,2023-04-05T21:23:55Z,ETH2,0.000948934,1.74603856,Coinbase,,,
b3ff6625-c575-59f4-bfa1-4793d94d79fc,Rewards,2023-04-06T01:45:08Z,SOL,0.01835508,0.3803172576,Coinbase,,,
fe1d33c6-3d68-5927-888e-3b65bba2764a,Rewards,2023-04-06T17:34:58Z,USDC,0.022906,0.022906,Coinbase,,,
f04b24a9-5c01-53ca-816a-2f2bf83164c9,Spend,2023-04-08T21:34:54Z,,,,,USDC,58.92,58.92
b679c303-6c2a-5742-90b9-d77cf68b4088,Send,2023-04-10T18:29:09Z,,,,,USDC,442.529481,442.529481
ced1cb48-c139-5fcd-8870-a8a45c372708,Rewards,2023-04-10T23:27:30Z,ATOM,0.012927,0.1448405715,Coinbase,,,
3989722c-9a56-51f5-b9ce-ae2b57d911fb,Rewards,2023-04-11T01:45:36Z,ATOM,0.010247,0.114909858,Coinbase,,,
d01974a8-5df8-57c9-bfb4-7dc3386996a4,Rewards,2023-04-11T02:22:28Z,ATOM,0.012222,0.13761972,Coinbase,,,
054e4202-b888-52fc-ab89-d1c4b7910e85,Rewards,2023-04-11T02:51:15Z,ATOM,0.000644,0.007233408,Coinbase,,,
de9a3f13-2b5f-5bf2-8cb8-47dd3dd3f920,Rewards,2023-04-11T04:42:48Z,ATOM,0.135511,1.519620354,Coinbase,,,
6c54fabe-d6e4-5ee5-ab51-a988bff48e58,Rewards,2023-04-11T08:35:16Z,ATOM,0.009944,0.112819652,Coinbase,,,
be537d24-6a89-5717-a7a5-f8178587c483,Rewards,2023-04-11T08:51:56Z,ATOM,0.000372,0.004217178,Coinbase,,,
e0c9d42c-814e-5e3d-b2d6-dfe2f2ef01fc,Rewards,2023-04-11T14:53:35Z,ATOM,0.049408,0.559150336,Coinbase,,,
1d86ee36-29d5-548d-a033-12210f76ff9d,Rewards,2023-04-11T15:10:34Z,ATOM,0.114055,1.2902471875,Coinbase,,,
e4325446-3f8d-5ed7-b52d-e1e0f775ca2d,Rewards,2023-04-11T15:57:12Z,ATOM,0.014758,0.167451647,Coinbase,,,
c32424a1-d4c0-5bda-a91f-83fd544880b5,Rewards,2023-04-11T16:02:37Z,ATOM,0.000559,0.0063454885,Coinbase,,,
48893a11-41d1-53a1-a646-b815c7513414,Rewards,2023-04-11T16:09:35Z,ATOM,0.006898,0.078364729,Coinbase,,,
5d16c64b-1f22-5020-90b1-3917281f8f13,Rewards,2023-04-11T16:26:32Z,ATOM,0.000821,0.009299467,Coinbase,,,
476557c1-7274-54a1-8eac-4a18cf8687da,Rewards,2023-04-11T16:52:59Z,ATOM,0.005353,0.0605718715,Coinbase,,,
077beb3b-eaf5-59d6-a545-aa2b366f4d67,Rewards,2023-04-11T18:27:01Z,ETH2,0.000867111,1.59548424,Coinbase,,,
7e9e7325-b34b-5a81-913d-fd113d2344d6,Rewards,2023-04-11T18:34:35Z,ETH2,0.000867715,1.5965956,Coinbase,,,
5da5dd5f-0202-509f-b651-d4315515532d,Airdrop,2023-04-11T23:59:59Z,FLR,118.29,4.316311923608889,Coinbase,,,
a67fdabe-064e-5e11-b489-1598a7ed2bee,Rewards,2023-04-12T23:51:23Z,ADA,0.933271,0.3781614092,Coinbase,,,
f1cf19d9-0dad-5924-8ad8-b5f0573cfa5f,Rewards,2023-04-13T01:33:24Z,SOL,0.010828581,0.25750365618,Coinbase,,,
f2f0b206-50e4-51c9-9e17-5df8af9d73a6,Rewards,2023-04-13T01:39:52Z,SOL,0.006995763,0.167373629775,Coinbase,,,
757c6af9-dce9-5000-b9cd-2ae851342f01,Rewards,2023-04-13T20:39:38Z,ETH2,0.000748812,1.37781408,Coinbase,,,
c0ba44ae-1d4e-51ec-a9cb-72f97ab8bcc9,Card rebate reward,2023-04-14T00:17:48Z,XLM,5.5854959,0.58919999875125,Coinbase,,,
387ebeee-3f4a-5cff-9a3f-07dd6451da40,Buy,2023-04-14T06:24:30Z,USDC,300,300,Coinbase,,,
d0694415-1e8e-5135-a540-df2929d61331,Buy,2023-04-14T06:33:27Z,USDC,2000,2000,Coinbase,,,
6d4bca85-9ce2-5605-977f-c1dabe9624de,Rewards,2023-04-14T09:51:12Z,ALGO,4.086181,0.9320578861,Coinbase,,,
62bf3bea-08ee-515a-afb6-c06a10cf84d2,Sell,2023-04-14T19:21:46Z,,,,,USDC,2000,2000
50ab1c7f-9c72-5838-b7ef-0f24f711ecf7,Buy,2023-04-15T01:23:45Z,ETC,5.66953787,125.6841297542784,Coinbase,,,
fb261129-6f65-5ee6-8aff-5d71a84549a8,Buy,2023-04-15T01:23:45Z,ETC,1.8072,40.062587904,Coinbase,,,
fe41e11e-c7c1-58c0-a94a-47e4af8f1148,Buy,2023-04-15T01:23:45Z,ETC,0.0886,1.964113152,Coinbase,,,
9f51108d-4f50-58ef-ba3e-5dc658fcb1a6,Buy,2023-04-15T01:23:45Z,ETC,0.2461,5.455623552,Coinbase,,,
721f4ced-bfcf-58ed-bb40-9ef7e1e04933,Buy,2023-04-15T01:23:45Z,ETC,0.845,18.7322304,Coinbase,,,
169ef947-d75d-5486-b603-644718d6e827,Buy,2023-04-15T01:23:45Z,ETC,0.5617,12.451945344,Coinbase,,,
2ba94970-320a-5010-a80c-c481dc863e3a,Buy,2023-04-15T01:23:45Z,ETC,0.7107,15.755025024,Coinbase,,,
6a3e7131-e067-5395-9c96-f36b172af002,Buy,2023-04-15T01:23:45Z,ETC,0.7655,16.96984896,Coinbase,,,
978758e0-f45b-5bc8-af8e-b7bbfb2a607f,Buy,2023-04-15T01:23:46Z,ETC,11.81472,261.9124936704,Coinbase,,,
5428c0d4-ef3a-5c29-8187-2c1fd3babeae,Buy,2023-04-15T01:23:48Z,ETC,0.0000001,0.000002216832,Coinbase,,,
092c7b88-f0c9-57ba-a6e1-7e71adacdf31,Rewards,2023-04-17T02:40:35Z,ADA,0.874784,0.3920781888,Coinbase,,,
8ea7589b-5e4c-52fe-9993-9caf5bed95d9,Rewards,2023-04-17T16:52:38Z,XTZ,0.370326,0.422356803,Coinbase,,,
0285dea1-9ecb-5470-b1a7-da0cbd63bfa0,Rewards,2023-04-17T17:39:33Z,ETH2,0.000843458,1.55196272,Coinbase,,,
3799fe70-c97c-509a-adc2-cf232227f9e2,Rewards,2023-04-17T22:11:13Z,ATOM,0.041042,0.508859237,Coinbase,,,
5c686546-aac0-5bb2-a573-3051e6504f1f,Rewards,2023-04-18T02:03:47Z,ATOM,0.149107,1.835954491,Coinbase,,,
d4de1e31-30fe-521e-9ebc-0714af1f89eb,Rewards,2023-04-18T03:29:40Z,ATOM,0.031626,0.397396503,Coinbase,,,
4a2b7f35-31df-5078-bb8f-042f81fc8aa0,Rewards,2023-04-18T03:45:01Z,ATOM,0.025844,0.323515192,Coinbase,,,
4407e0da-f3d5-56cf-a009-470ed97e9f09,Sell,2023-04-18T04:59:33Z,,,,,KAVA,2.93,2.669934372
c4e4883e-d8f1-57ca-9484-1ed17c29c2b3,Buy,2023-04-19T08:10:41Z,BCH,0.25768928,33.607732821888,Coinbase,,,
861c9dc3-df31-5551-98c6-1b26a844ece0,Buy,2023-04-19T08:10:41Z,BCH,0.1077,14.04619092,Coinbase,,,
8e8ce0fb-c1f7-521c-891e-3ce04c65a6b4,Buy,2023-04-19T08:10:41Z,BCH,0.0088,1.14769248,Coinbase,,,
1bcd87f4-82f8-5bcb-98cb-47aa653dfa11,Buy,2023-04-19T08:10:41Z,BCH,0.3218,41.96902728,Coinbase,,,
bd0f5b23-5852-58f4-bed9-86591c496eb7,Buy,2023-04-19T08:10:41Z,BCH,0.0505,6.5861898,Coinbase,,,
046e9a1f-7109-5ed5-83a4-7a73518d0cde,Buy,2023-04-19T08:10:41Z,BCH,1.0829,141.23138484,Coinbase,,,
b65844e4-2c77-50f2-a156-1341ea0d0c7c,Buy,2023-04-19T08:10:41Z,BCH,1.9966,260.39577336,Coinbase,,,
aaf8502e-36e5-5e6f-b85f-973e9dbf4def,Buy,2023-04-19T08:10:42Z,BCH,0.00003073,0.004007794308,Coinbase,,,
c73ce237-e7db-519e-8fed-d3609f3bf6d0,Buy,2023-04-20T12:17:52Z,BTC,0.00431078,123.34865892,Coinbase,,,
408b89f4-092b-5213-a137-eb55365581df,Buy,2023-04-20T12:17:52Z,BTC,0.01312781,375.63915534,Coinbase,,,
ab12ebda-367a-5611-bbab-df332ce90cf3,Sell,2023-04-21T03:52:11Z,,,,,BCH,0.57617312,70.9990018527744
b8956cc3-7539-5489-af95-04d327fa9f56,Sell,2023-04-21T03:52:18Z,,,,,BCH,0.00110224,0.1358236562688
7521464a-045a-5fe2-aa1c-68ca8cb30542,Sell,2023-04-21T03:53:03Z,,,,,BCH,0.00251775,0.31025004588
49dce47e-3882-5975-9f00-482eeefa6073,Sell,2023-04-21T03:54:38Z,,,,,BCH,3.24622,400.0158490464
028a97d5-237e-5b4b-bfa1-f9ee47eb7bae,Sell,2023-04-21T03:54:38Z,,,,,BCH,0.0000069,0.000850253328
8adebe7b-4622-58e7-bdec-52b8cada254a,Sell,2023-04-21T03:56:49Z,,,,,ETC,22.509,452.41469352
69f1c46b-160a-591a-8c9a-e582e420393f,Sell,2023-04-21T03:57:06Z,,,,,ETC,0.00005797,0.0011651552616
d18cd8b9-cbed-5a98-a9c9-e0d9315df1fa,Buy,2023-04-21T04:01:14Z,LTC,2.61918325,236.9323644683,Coinbase,,,
821732a6-28b3-5c14-b4ad-a7620a8e1edd,Buy,2023-04-21T04:01:50Z,LTC,8.4130032,761.04363467328,Coinbase,,,
8f889cf6-1931-5386-8635-94c01f6231fb,Buy,2023-04-21T05:22:32Z,USDC,731.61,731.61,Coinbase,,,
e8e03cb6-e9b2-50a4-a8b0-43c3756efc2e,Rewards,2023-04-21T05:24:06Z,ETH2,0.000930629,1.71235736,Coinbase,,,
f1f39821-83a3-5a7f-898a-83e6403674ca,Sell,2023-04-21T05:26:19Z,,,,,USDC,400,400
5a6e9c11-9c83-5d89-b454-1fc2fdf3b531,Sell,2023-04-21T05:27:18Z,,,,,USDC,400,400
06d1c115-48fe-5687-b815-8c3956095513,Buy,2023-04-21T06:41:27Z,BTC,0.01246953,349.291486548,Coinbase,,,
8b028a03-59a5-5050-be10-0287e65afade,Sell,2023-04-21T19:33:07Z,,,,,LTC,10,849.6712
80161343-0c71-5183-936e-728e7abff04d,Sell,2023-04-21T19:33:07Z,,,,,LTC,6.60393532,561.1173648066784
411d6d5d-d1e3-531d-a238-b2fbcc5375f3,Buy,2023-04-21T19:36:20Z,ETH,0.52532202,975.5116021586064,Coinbase,,,
9f4987d3-eca2-5ee9-828a-418d769db826,Buy,2023-04-21T19:36:20Z,ETH,0.16706,310.2267981392,Coinbase,,,
31ad28c2-59c2-503d-9b97-8caa3d65229a,Buy,2023-04-21T19:36:20Z,ETH,0.060005,111.4279840916,Coinbase,,,
0d35a78a-c723-550b-8480-bba883fc0600,Convert,2023-04-22T01:21:21Z,,,,,ETH,0.75238702,1397.1663843894064
fd87b1d8-343f-5d7a-b27c-c7470561b8ce,Convert,2023-04-22T01:21:24Z,ETH2,0.75238702,1397.1663843894064,Coinbase,,,
b381e7c2-224c-581f-8bd1-418bb89db2a0,Rewards,2023-04-22T02:46:42Z,ADA,0.856756,0.3288229528,Coinbase,,,
90e4638c-0421-5d70-bdab-a093046ecd0b,Rewards,2023-04-22T17:14:26Z,ETH2,0.000882795,1.6243428,Coinbase,,,
75fa94e7-875f-55d6-acac-7b4e13484345,Rewards,2023-04-25T18:12:41Z,ETH2,0.00125477,2.3117255095,Coinbase,,,
658cef95-d5a6-5b8e-880b-cf833bd685ee,Rewards,2023-04-27T03:05:01Z,ADA,0.849085,0.344388876,Coinbase,,,
177dc069-973e-5a70-8e49-00d67d75f0e7,Rewards,2023-04-27T04:42:29Z,XTZ,0.40332,0.41299968,Coinbase,,,
28063729-853c-5478-a30f-2b4d26c86324,Rewards,2023-04-27T05:15:13Z,ATOM,0.020955,0.2370324825,Coinbase,,,
f5c22e36-8102-566d-9118-4d931f6fcdf2,Rewards,2023-04-27T07:32:04Z,ATOM,0.037276,0.418367186,Coinbase,,,
e488d504-f2e3-50af-b2c7-f905f17b6402,Rewards,2023-04-27T07:55:04Z,ATOM,0.181633,2.0403743055,Coinbase,,,
fc913e71-ce11-53cb-8ade-47c006461b03,Rewards,2023-04-27T09:58:59Z,XTZ,0.401183,0.405997196,Coinbase,,,
c09b0b69-16ba-536a-a150-8720563f7089,Rewards,2023-04-27T11:51:11Z,ATOM,0.029271,0.333133251,Coinbase,,,
cd341935-eb28-5764-a6b6-3e65ab0cf9c5,Rewards,2023-04-27T13:21:17Z,ATOM,0.090656,1.040322928,Coinbase,,,
647572d6-e916-5e26-99f7-dce1a2c0c6e8,Rewards,2023-04-27T13:35:24Z,ATOM,0.022617,0.2593152135,Coinbase,,,
663d54ac-a3a8-5607-8ded-c8f0138a8cce,Rewards,2023-04-28T19:56:39Z,ADA,0.798972,0.3241429404,Coinbase,,,
b9ff95fa-3f53-5f12-8b37-054f7a7f1bb5,Rewards,2023-04-29T17:35:45Z,SOL,0.00756144,0.175047336,Coinbase,,,
3ca38799-505c-50b2-94c8-ca76ef5eb1ac,Rewards,2023-04-29T18:55:18Z,ADA,0.817324,0.3292998396,Coinbase,,,
568531d4-8c6f-5347-8f1f-820ff6554785,Rewards,2023-05-01T21:16:07Z,XTZ,0.211849,0.2066586995,Coinbase,,,
3f23ccd7-395e-581d-87ef-724239e0e7c5,Rewards,2023-05-02T01:56:09Z,XTZ,0.430869,0.42225162,Coinbase,,,
9575747e-cdfb-5aa4-9a4f-708daa0f1dd5,Rewards,2023-05-02T01:57:41Z,XTZ,0.852153,0.8355360165,Coinbase,,,
5e9aafcf-82e9-5abd-80f7-c2d3bbf5a28e,Rewards,2023-05-02T02:35:05Z,XTZ,0.428844,0.42241134,Coinbase,,,
15e291d5-0aa4-5c34-a70f-f45a921d4b7f,Rewards,2023-05-02T03:33:52Z,ADA,0.860735,0.331899416,Coinbase,,,
a88f5da0-7166-5523-9393-ee22e0b81b56,Buy,2023-05-02T03:37:19Z,MATH,3304.8,373.27716,Coinbase,,,
d247c660-b23f-5afc-a290-28e9900514a2,Buy,2023-05-02T03:40:55Z,MATH,108,12.1986,Coinbase,,,
46a6e04e-e56b-53d4-8093-cc3060959138,Buy,2023-05-02T03:40:55Z,MATH,305,34.44975,Coinbase,,,
80e04f7a-0a15-55f9-adaf-315c86984453,Buy,2023-05-02T03:40:56Z,MATH,90,10.1655,Coinbase,,,
d7678966-f5b0-5a0b-bca4-38c51d2542e5,Buy,2023-05-02T03:40:57Z,MATH,58,6.5511,Coinbase,,,
dcc77193-ed6e-5f34-8a8e-ce385926f75a,Buy,2023-05-02T03:40:58Z,MATH,38,4.2921,Coinbase,,,
d10d72aa-7f7d-5e33-b31e-22402aa9ef2a,Buy,2023-05-02T03:40:58Z,MATH,72.2,8.15499,Coinbase,,,
a056175b-28c2-5e1e-936a-e3e3e9204dc9,Rewards,2023-05-02T23:10:57Z,SOL,0.007560236,0.16900907578,Coinbase,,,
32702f7d-6996-5283-8223-8b9865efb5d3,Rewards,2023-05-03T03:48:50Z,ETH2,0.001196961,2.23039318818,Coinbase,,,
9ebed46f-3423-5295-bfd8-0d1c4dfd703e,Rewards,2023-05-03T04:43:38Z,ETH2,0.000895704,1.66763514276,Coinbase,,,
47b1c1d8-b300-5a09-bbe8-113d96c60231,Rewards,2023-05-03T21:13:13Z,ATOM,0.027119,0.297468311,Coinbase,,,
c5d380a7-31ed-5fce-be69-8612b84dd2e4,Rewards,2023-05-03T22:23:42Z,ATOM,0.020936,0.233132828,Coinbase,,,
e8458eb4-81ec-567e-9e23-95bbc42a6a7a,Rewards,2023-05-03T22:33:49Z,ATOM,0.017589,0.196152528,Coinbase,,,
72381f4c-e545-59ed-ae3c-bb1bd6ff71ff,Rewards,2023-05-03T22:57:32Z,ATOM,0.025159,0.280548009,Coinbase,,,
3df255ad-a3a1-559e-b66f-dfb9fa1f20f7,Rewards,2023-05-03T23:17:21Z,ATOM,0.081595,0.908723515,Coinbase,,,
cf6c1722-ba3d-572d-b3fd-c75ff4f22580,Rewards,2023-05-05T21:10:02Z,ETH2,0.001133352,2.25705350772,Coinbase,,,
29fcaad3-ba60-5a10-b0b2-ac344e6c9209,Rewards,2023-05-06T00:31:59Z,XTZ,0.427128,0.436951944,Coinbase,,,
581994e8-7820-50c6-96cf-e772bf760b97,Rewards,2023-05-06T03:01:10Z,USDC,0.477933,0.477933,Coinbase,,,
936a82fa-2fdc-5214-846e-2c65ac61de45,Rewards,2023-05-06T10:31:07Z,SOL,0.017672891,0.39817023423,Coinbase,,,
ff29db3c-cdd0-566c-8f80-c2f0d4b5fa78,Rewards,2023-05-07T02:35:31Z,ADA,0.797603,0.3025308179,Coinbase,,,
406d216c-d47c-5f4a-8775-e3008f0316d8,Rewards,2023-05-08T16:07:39Z,ETH2,0.001297135,2.4175483276,Coinbase,,,
796426d8-055e-55c3-8a79-2aba474983c1,Sell,2023-05-09T02:07:17Z,,,,,MATH,3976,408.6819072
91ab43a1-8716-5e7c-8628-8886cb5aa024,Buy,2023-05-09T02:35:43Z,DOGE,5830.6,423.062971848,Coinbase,,,
646775f3-2fe9-5a3c-8c92-f4023667856f,Rewards,2023-05-09T20:55:00Z,XTZ,0.421132,0.38007163,Coinbase,,,
c6c8def7-9b4f-5f66-8dec-9880d2c898eb,Rewards,2023-05-12T16:55:52Z,ATOM,0.073744,0.804215192,Coinbase,,,
815a4845-16b2-569b-8e6c-c930aa5376e5,Rewards,2023-05-12T19:04:15Z,ATOM,0.038582,0.420563091,Coinbase,,,
593f50c6-a537-58f7-9f80-672ae3f6d44f,Buy,2023-05-12T20:35:12Z,USDC,1700,1700,Coinbase,,,
a6c84b23-335e-52da-87af-f566bd6e61c1,Rewards,2023-05-12T22:30:58Z,ATOM,0.033276,0.371077314,Coinbase,,,
dde5c9b0-b938-56b7-ae77-66fd62750f51,Rewards,2023-05-13T01:43:14Z,ATOM,0.144883,1.6046516665,Coinbase,,,
c9de8895-527b-5b55-ae72-0f633160fd7f,Rewards,2023-05-13T12:03:37Z,ADA,0.817118,0.2982072141,Coinbase,,,
50512cc3-b7be-5c39-b298-9ac55c390ad4,Send,2023-05-17T12:30:06Z,,,,,USDC,100.085895,100.085895
9cbebad6-ede2-5cf2-a7a2-668a098ddd50,Send,2023-05-17T17:54:07Z,,,,,USDC,1100.08605,1100.08605
3f86f404-089a-5586-bbfe-4007d63776c9,Rewards,2023-05-17T19:13:46Z,ETH2,0.00163115,2.9810408055,Coinbase,,,
ee571bb1-ebdc-52bf-9ec7-9faecdf6add5,Rewards,2023-05-17T22:50:22Z,ETH2,0.001752889,3.190792611145,Coinbase,,,
f4f35f5c-76dc-52a1-bb80-e46b7a827cc0,Rewards,2023-05-17T23:40:57Z,ETH2,0.001752293,3.191319818925,Coinbase,,,
7afe62c9-a3bf-5367-98d1-40ecc2f20a9a,Rewards,2023-05-19T17:24:59Z,ETH2,0.001367684,2.4855263253,Coinbase,,,
532f6e90-1799-5e44-a98d-bcb650e5a333,Sell,2023-05-20T01:03:43Z,,,,,USDC,230,230
f92dfc75-e18a-5c03-bc6d-b7949ea0c5a2,Buy,2023-05-20T01:06:16Z,DOT,42.86,230.39032976,Coinbase,,,
96fc88c0-48d1-58fe-893c-c5938917a2c0,Stake,2023-05-20T01:07:44Z,DOT,42.86,230.39032976,Coinbase,,,
e649a940-28cb-5ca6-b914-cea034d8a405,Buy,2023-05-20T01:09:45Z,USDC,1000,1000,Coinbase,,,
e79d2606-e7d3-5677-8e60-5a416d2c68cc,Send,2023-05-20T01:15:04Z,,,,,USDC,500.086605,500.086605
88504294-0719-5aab-a71b-d69426a9cc49,Sell,2023-05-20T04:47:43Z,,,,,USDC,500,500
81013d87-01b7-5bc5-ba6e-75428a366da9,Buy,2023-05-20T04:51:58Z,MATIC,571.8,499.39845528,Coinbase,,,
740b4cd7-004f-52da-8e57-db2220ed9542,Rewards,2023-05-22T10:18:17Z,DOT,0.0000616975,0.000328600885,Coinbase,,,
c7d91ee2-2e07-56b3-866f-96b891b49490,Rewards,2023-05-23T05:23:01Z,ETH2,0.001288917,2.39456289177,Coinbase,,,
5c14be89-8fc2-59a0-a428-ba7f18176d70,Rewards,2023-05-23T10:23:22Z,DOT,0.0000206805,0.000111757422,Coinbase,,,
f15d6d3b-e380-599a-ada1-23827ed3bfaa,Rewards,2023-05-24T10:23:33Z,DOT,0.0000100058,0.0000528406298,Coinbase,,,
737314a3-cedc-5f50-a904-be7594820df5,Rewards,2023-05-24T11:16:27Z,ADA,0.876358,0.3206155743,Coinbase,,,
4901238d-8757-5593-af84-4bef07e4bd4b,Rewards,2023-05-25T10:24:49Z,DOT,0.0121807241,0.064070608766,Coinbase,,,
8117299b-c10d-51b9-85b9-52932199b6d6,Rewards,2023-05-25T21:32:03Z,ETH2,0.001195607,2.161017806255,Coinbase,,,
cd9ccae9-3261-53f9-8793-c8657e85682c,Buy,2023-05-26T03:22:02Z,USDC,500,500,Coinbase,,,
2091c931-d173-5217-88bf-0987ddbb5562,Converted from,2023-05-26T03:50:35Z,,,,,USDC,500.810009,500.810009
4d96ac91-b457-58d2-9273-5ee9cc4d853e,Advanced trade trade,2023-05-26T03:50:35Z,DOT,95.65,500.9540579,Coinbase,,,
78e37e54-e2c6-513a-b12a-566ad4401edf,Stake,2023-05-26T04:22:20Z,DOT,95.65,500.9540579,Coinbase,,,
7474de0c-0151-5aa7-8f92-ea56b33165da,Buy,2023-05-26T04:23:36Z,ETH,0.00048688,0.8831060210816,Coinbase,,,
f96ac92c-448b-5ee2-9bf5-2ab5c4b9ac1e,Buy,2023-05-26T04:23:50Z,ETH,0.00010184,0.1847180356288,Coinbase,,,
9dd35876-0a52-58b2-9c9a-e5ec2c6b3e56,Converted from,2023-05-26T05:06:19Z,,,,,USDC,499.995939241188,499.995939241188
445ec84a-a3f0-5ef0-87e6-1897f09bb2f6,Advanced trade trade,2023-05-26T05:06:19Z,ETH,0.27549798,499.9973222410476,Coinbase,,,
5e8f982e-c4d0-5add-9e48-8cf6968a9d87,Convert,2023-05-26T05:07:13Z,,,,,ETH,0.2760867,501.065146297758
9e43f8c4-18b9-527a-a30c-00d50bcdf88e,Convert,2023-05-26T05:07:16Z,ETH2,0.2760867,501.065146297758,Coinbase,,,
a96cf779-f4be-5a5a-a81d-8f7a5b48d818,Rewards,2023-05-27T00:24:18Z,ATOM,0.150164,1.580025608,Coinbase,,,
3fe0346b-f5de-50a3-a7f6-5f4a5c02624f,Rewards,2023-05-27T00:35:01Z,ATOM,0.042556,0.447816788,Coinbase,,,
66e68305-453f-58db-95a8-a08351dc8725,Rewards,2023-05-27T00:47:14Z,ATOM,0.016,0.168224,Coinbase,,,
1a6c57ec-a280-5a0c-9abc-db4ed9bb8261,Sell,2023-05-27T04:09:19Z,,,,,BTC,0.00360606,96.1388587912968
604fa716-3749-5163-94ca-c10066cf7d21,Sell,2023-05-27T04:09:19Z,,,,,BTC,0.00453536,120.9143315995008
84adc3c4-a715-57ae-8217-334571951170,Sell,2023-05-27T04:09:20Z,,,,,BTC,0.00432811,115.3889719314708
69626ba1-b8bb-508d-9622-9545a323c8a4,Buy,2023-05-27T04:13:00Z,USDC,3032.44,3032.44,Coinbase,,,
cd942f4a-4242-5c89-813f-3a14048c0c4c,Buy,2023-05-27T04:16:22Z,USDC,500,500,Coinbase,,,
bf176719-709a-58ba-b8c3-65d650f60a68,Rewards,2023-05-27T04:22:47Z,ATOM,0.101637,1.076844015,Coinbase,,,
147f54fc-3492-5699-bfcb-73b20d9f73dc,Rewards,2023-05-27T04:24:31Z,ATOM,0.165381,1.7526251475,Coinbase,,,
af96c8ba-9343-543f-a3c9-73ba411099f5,Rewards,2023-05-27T04:25:12Z,ATOM,0.015088,0.159887536,Coinbase,,,
6950f176-f690-5f99-9867-ef3c1f27aff7,Spend,2023-05-27T04:27:55Z,,,,,USDC,2490.55,2490.55
7f74963e-502c-5792-adb8-558afec17e2b,Sell,2023-05-27T04:33:24Z,,,,,USDC,700,700
0070cf35-a3b0-59b5-a174-4307c57b2312,Rewards,2023-05-27T05:28:10Z,DOT,0.005239091,0.027683356844,Coinbase,,,
e4540b3a-3d29-5b4c-b913-477c9dba815d,Rewards,2023-05-27T06:01:49Z,ATOM,0.018511,0.1957815915,Coinbase,,,
d8e900cc-88d4-5ce0-a8f9-88043ad81267,Card rebate reward,2023-05-28T06:10:45Z,XLM,281.4816908,24.905500001984,Coinbase,,,
b8ad1e74-81e1-5d31-8b99-d820d572c8d7,Rewards,2023-05-28T10:17:47Z,DOT,0.0139342455,0.074826898335,Coinbase,,,
5ca1580c-d715-5d78-87f6-3609522cd064,Rewards,2023-05-28T18:15:25Z,ETH2,0.00131723,2.43350997735,Coinbase,,,
83c7d814-439f-5412-b5de-6d2b11a2781f,Rewards,2023-05-29T10:20:57Z,DOT,0.0463247122,0.2535814745828,Coinbase,,,
6fbebce4-0d9d-547c-9c6d-7d7119c69bd6,Rewards,2023-05-30T10:20:49Z,DOT,0.0426420725,0.234616682895,Coinbase,,,
5ad095bc-c4e6-5a0c-a273-51c5fedc3f99,Rewards,2023-05-30T10:24:15Z,DOT,0.0011720683,0.0064487197866,Coinbase,,,
8bafcf52-f9d8-589f-b90b-13b3da6f65d6,Rewards,2023-05-31T04:09:16Z,ADA,0.94356,0.358411266,Coinbase,,,
5d083acc-80ed-55c6-8f4b-87cb9b7293ed,Rewards,2023-05-31T17:18:37Z,ETH2,0.00118012257,2.19634381686555,Coinbase,,,
5f63c6e4-b593-556a-9d0f-5011cc45f6c7,Rewards,2023-05-31T19:27:54Z,DOT,0.030482959,0.1614529923435,Coinbase,,,
1e219f3b-4dd5-5e03-84a8-73af4e97706a,Rewards,2023-05-31T20:18:06Z,XTZ,0.423473,0.3830313285,Coinbase,,,
301195eb-ee45-53c2-8c9f-b3bb60edca17,Rewards,2023-05-31T23:20:37Z,XTZ,0.221606,0.200110218,Coinbase,,,
76ab947e-c52e-5876-861c-12b24b12b55f,Rewards,2023-05-31T23:22:10Z,XTZ,0.431542,0.389682426,Coinbase,,,
4a1d8c1b-cacd-5955-b6a5-fe7ec0fc65a9,Rewards,2023-05-31T23:24:00Z,XTZ,0.214213,0.193220126,Coinbase,,,
61f34420-87c9-55ae-b2f4-113378a81444,Rewards,2023-06-01T00:15:47Z,SOL,0.01847427,0.3866664711,Coinbase,,,
